1 at: 4.98  st: 4.98  vt: 2.96  dt: 7.93
44345 at: 762.36  st: 818.66  vt: 9.41  dt: 828.07
44347 at: 763.92  st: 821.86  vt: 7.09  dt: 828.94
44340 at: 756.08  st: 807.81  vt: 23.46  dt: 831.27
44349 at: 766.59  st: 825.76  vt: 6.29  dt: 832.04
44351 at: 771.13  st: 828.94  vt: 5.10  dt: 834.05
44348 at: 765.29  st: 822.35  vt: 19.07  dt: 841.42
44350 at: 768.69  st: 828.07  vt: 28.39  dt: 856.47
44339 at: 753.01  st: 803.85  vt: 84.80  dt: 888.64
44352 at: 0.23  st: 0.23  vt: 2.35  dt: 2.59
44354 at: 3.99  st: 3.99  vt: 1.25  dt: 5.24
44353 at: 2.13  st: 2.13  vt: 8.65  dt: 10.79
44359 at: 11.66  st: 11.66  vt: 2.73  dt: 14.39
44361 at: 12.89  st: 14.39  vt: 0.16  dt: 14.55
44355 at: 5.79  st: 5.79  vt: 8.99  dt: 14.78
44358 at: 11.38  st: 11.38  vt: 4.11  dt: 15.48
44363 at: 14.90  st: 14.90  vt: 2.52  dt: 17.43
44360 at: 12.26  st: 12.26  vt: 6.14  dt: 18.40
44356 at: 6.42  st: 6.42  vt: 13.25  dt: 19.67
44366 at: 22.04  st: 22.04  vt: 6.84  dt: 28.88
44364 at: 17.86  st: 17.86  vt: 11.13  dt: 28.99
44368 at: 24.11  st: 28.88  vt: 0.75  dt: 29.62
44370 at: 28.25  st: 29.62  vt: 0.06  dt: 29.69
44369 at: 27.16  st: 28.99  vt: 0.87  dt: 29.86
44362 at: 13.85  st: 14.55  vt: 17.26  dt: 31.81
44372 at: 31.04  st: 31.04  vt: 0.82  dt: 31.85
44373 at: 31.22  st: 31.81  vt: 0.35  dt: 32.16
44365 at: 20.33  st: 20.33  vt: 13.89  dt: 34.22
44371 at: 29.25  st: 29.69  vt: 4.56  dt: 34.24
44376 at: 33.06  st: 34.22  vt: 0.88  dt: 35.10
44377 at: 35.34  st: 35.34  vt: 2.74  dt: 38.08
44375 at: 31.86  st: 32.16  vt: 10.71  dt: 42.87
44378 at: 38.48  st: 38.48  vt: 4.95  dt: 43.43
44381 at: 40.38  st: 43.43  vt: 2.22  dt: 45.65
44357 at: 7.20  st: 7.20  vt: 41.09  dt: 48.30
44374 at: 31.49  st: 31.85  vt: 21.57  dt: 53.43
44367 at: 22.36  st: 22.36  vt: 32.04  dt: 54.41
44382 at: 41.08  st: 45.65  vt: 9.81  dt: 55.47
44385 at: 48.71  st: 54.41  vt: 1.97  dt: 56.38
44387 at: 49.90  st: 56.38  vt: 4.14  dt: 60.52
44383 at: 43.72  st: 48.30  vt: 15.36  dt: 63.66
44389 at: 52.41  st: 63.66  vt: 0.62  dt: 64.28
44388 at: 50.51  st: 60.52  vt: 4.72  dt: 65.24
44384 at: 46.56  st: 53.43  vt: 14.30  dt: 67.73
44391 at: 54.57  st: 65.24  vt: 3.66  dt: 68.91
44380 at: 40.04  st: 42.87  vt: 27.83  dt: 70.70
44386 at: 49.37  st: 55.47  vt: 17.91  dt: 73.38
44379 at: 38.66  st: 38.66  vt: 35.91  dt: 74.58
44395 at: 66.37  st: 73.38  vt: 1.78  dt: 75.16
44397 at: 69.41  st: 75.16  vt: 2.18  dt: 77.33
44390 at: 52.88  st: 64.28  vt: 16.34  dt: 80.63
44398 at: 69.97  st: 77.33  vt: 3.54  dt: 80.87
44400 at: 73.18  st: 80.87  vt: 0.10  dt: 80.97
44394 at: 65.94  st: 70.70  vt: 14.78  dt: 85.48
44402 at: 76.26  st: 85.48  vt: 1.68  dt: 87.16
44399 at: 71.62  st: 80.63  vt: 6.54  dt: 87.17
44403 at: 77.16  st: 87.16  vt: 1.20  dt: 88.36
44405 at: 81.58  st: 88.36  vt: 1.31  dt: 89.67
44396 at: 68.94  st: 74.58  vt: 15.28  dt: 89.86
44401 at: 75.12  st: 80.97  vt: 14.56  dt: 95.53
44404 at: 78.04  st: 87.17  vt: 8.99  dt: 96.16
44393 at: 63.50  st: 68.91  vt: 32.03  dt: 100.93
44407 at: 83.77  st: 89.86  vt: 13.99  dt: 103.85
44409 at: 89.44  st: 96.16  vt: 10.08  dt: 106.24
44408 at: 86.79  st: 95.53  vt: 10.73  dt: 106.26
44392 at: 57.21  st: 67.73  vt: 39.51  dt: 107.24
44411 at: 90.35  st: 103.85  vt: 7.30  dt: 111.15
44414 at: 95.98  st: 107.24  vt: 4.98  dt: 112.22
44416 at: 97.78  st: 112.22  vt: 0.28  dt: 112.49
44410 at: 89.75  st: 100.93  vt: 12.02  dt: 112.95
44417 at: 98.41  st: 112.49  vt: 3.44  dt: 115.94
44418 at: 104.79  st: 112.95  vt: 3.65  dt: 116.60
44412 at: 90.76  st: 106.24  vt: 10.78  dt: 117.02
44421 at: 108.71  st: 117.02  vt: 1.73  dt: 118.75
44419 at: 105.26  st: 115.94  vt: 5.52  dt: 121.46
44406 at: 82.30  st: 89.67  vt: 32.15  dt: 121.81
44422 at: 111.14  st: 118.75  vt: 4.71  dt: 123.46
44425 at: 115.65  st: 123.46  vt: 0.06  dt: 123.52
44420 at: 107.43  st: 116.60  vt: 7.61  dt: 124.21
44415 at: 97.14  st: 111.15  vt: 14.27  dt: 125.42
44427 at: 118.14  st: 124.21  vt: 3.97  dt: 128.18
44429 at: 120.28  st: 128.18  vt: 3.94  dt: 132.11
44430 at: 126.69  st: 132.11  vt: 0.81  dt: 132.92
44413 at: 95.04  st: 106.26  vt: 32.00  dt: 138.26
44424 at: 113.50  st: 121.81  vt: 16.90  dt: 138.71
44426 at: 117.94  st: 123.52  vt: 16.83  dt: 140.35
44428 at: 119.11  st: 125.42  vt: 15.07  dt: 140.49
44435 at: 130.57  st: 140.49  vt: 3.10  dt: 143.59
44434 at: 129.17  st: 140.35  vt: 3.42  dt: 143.77
44423 at: 112.38  st: 121.46  vt: 24.17  dt: 145.63
44437 at: 133.28  st: 143.77  vt: 2.32  dt: 146.09
44432 at: 127.84  st: 138.26  vt: 8.12  dt: 146.39
44440 at: 139.98  st: 146.39  vt: 0.00  dt: 146.39
44438 at: 136.14  st: 145.63  vt: 4.37  dt: 150.00
44441 at: 141.93  st: 146.39  vt: 8.68  dt: 155.07
44433 at: 129.08  st: 138.71  vt: 17.30  dt: 156.01
44431 at: 127.14  st: 132.92  vt: 23.32  dt: 156.24
44436 at: 132.44  st: 143.59  vt: 12.97  dt: 156.56
44443 at: 146.24  st: 155.07  vt: 2.03  dt: 157.11
44442 at: 144.88  st: 150.00  vt: 7.57  dt: 157.57
44446 at: 149.77  st: 156.56  vt: 1.22  dt: 157.78
44445 at: 149.73  st: 156.24  vt: 3.34  dt: 159.58
44439 at: 139.84  st: 146.09  vt: 14.10  dt: 160.18
44444 at: 148.56  st: 156.01  vt: 6.76  dt: 162.77
44450 at: 156.37  st: 159.58  vt: 4.57  dt: 164.15
44451 at: 156.70  st: 160.18  vt: 10.00  dt: 170.19
44447 at: 154.52  st: 157.11  vt: 14.37  dt: 171.48
44452 at: 158.61  st: 162.77  vt: 8.83  dt: 171.60
44454 at: 159.82  st: 170.19  vt: 4.07  dt: 174.26
44453 at: 159.16  st: 164.15  vt: 11.85  dt: 176.00
44458 at: 161.92  st: 176.00  vt: 0.55  dt: 176.55
44448 at: 155.18  st: 157.57  vt: 20.12  dt: 177.69
44456 at: 160.84  st: 171.60  vt: 7.15  dt: 178.75
44459 at: 165.48  st: 176.55  vt: 2.48  dt: 179.03
44455 at: 160.74  st: 171.48  vt: 9.48  dt: 180.95
44460 at: 165.71  st: 177.69  vt: 4.28  dt: 181.97
44461 at: 167.43  st: 178.75  vt: 4.49  dt: 183.25
44464 at: 170.17  st: 181.97  vt: 3.64  dt: 185.61
44463 at: 169.82  st: 180.95  vt: 5.77  dt: 186.73
44467 at: 174.15  st: 186.73  vt: 1.03  dt: 187.76
44462 at: 169.38  st: 179.03  vt: 8.74  dt: 187.77
44466 at: 171.30  st: 185.61  vt: 2.67  dt: 188.28
44457 at: 161.02  st: 174.26  vt: 15.35  dt: 189.61
44465 at: 171.13  st: 183.25  vt: 7.77  dt: 191.02
44472 at: 181.32  st: 191.02  vt: 0.03  dt: 191.05
44470 at: 176.38  st: 188.28  vt: 5.56  dt: 193.84
44468 at: 174.36  st: 187.76  vt: 7.51  dt: 195.27
44474 at: 186.92  st: 193.84  vt: 2.19  dt: 196.03
44449 at: 155.51  st: 157.78  vt: 38.42  dt: 196.20
44477 at: 188.45  st: 196.20  vt: 3.59  dt: 199.79
44478 at: 189.73  st: 199.79  vt: 2.17  dt: 201.96
44473 at: 184.19  st: 191.05  vt: 11.17  dt: 202.22
44475 at: 187.51  st: 195.27  vt: 7.64  dt: 202.91
44480 at: 191.91  st: 202.22  vt: 0.88  dt: 203.10
44469 at: 175.07  st: 187.77  vt: 21.21  dt: 208.98
44482 at: 192.46  st: 203.10  vt: 8.93  dt: 212.03
44479 at: 191.65  st: 201.96  vt: 10.42  dt: 212.39
44485 at: 195.12  st: 212.39  vt: 0.11  dt: 212.50
44476 at: 187.93  st: 196.03  vt: 17.39  dt: 213.42
44486 at: 197.15  st: 212.50  vt: 3.45  dt: 215.94
44483 at: 192.58  st: 208.98  vt: 7.07  dt: 216.05
44471 at: 176.69  st: 189.61  vt: 29.95  dt: 219.56
44489 at: 199.74  st: 216.05  vt: 4.92  dt: 220.96
44491 at: 200.78  st: 220.96  vt: 3.81  dt: 224.77
44481 at: 191.96  st: 202.91  vt: 22.34  dt: 225.25
44487 at: 198.54  st: 213.42  vt: 14.36  dt: 227.78
44484 at: 192.86  st: 212.03  vt: 15.76  dt: 227.79
44492 at: 203.35  st: 224.77  vt: 3.72  dt: 228.49
44495 at: 211.73  st: 227.79  vt: 1.01  dt: 228.80
44493 at: 205.24  st: 225.25  vt: 4.54  dt: 229.79
44490 at: 200.70  st: 219.56  vt: 13.89  dt: 233.45
44496 at: 212.15  st: 228.49  vt: 11.35  dt: 239.84
44488 at: 199.47  st: 215.94  vt: 25.37  dt: 241.31
44494 at: 207.72  st: 227.78  vt: 14.05  dt: 241.83
44498 at: 215.31  st: 229.79  vt: 12.78  dt: 242.57
44500 at: 218.49  st: 239.84  vt: 3.51  dt: 243.34
44502 at: 223.40  st: 241.83  vt: 3.75  dt: 245.58
44501 at: 221.40  st: 241.31  vt: 8.02  dt: 249.33
44499 at: 217.72  st: 233.45  vt: 16.07  dt: 249.52
44507 at: 233.23  st: 249.52  vt: 0.85  dt: 250.37
44497 at: 214.95  st: 228.80  vt: 21.91  dt: 250.71
44505 at: 226.70  st: 245.58  vt: 5.43  dt: 251.00
44504 at: 225.53  st: 243.34  vt: 7.86  dt: 251.20
44509 at: 234.57  st: 250.71  vt: 1.05  dt: 251.76
44511 at: 236.36  st: 251.20  vt: 0.78  dt: 251.98
44513 at: 243.69  st: 251.98  vt: 1.83  dt: 253.82
44508 at: 233.68  st: 250.37  vt: 3.75  dt: 254.12
44514 at: 244.98  st: 253.82  vt: 0.82  dt: 254.64
44515 at: 245.29  st: 254.12  vt: 3.39  dt: 257.50
44517 at: 245.53  st: 257.50  vt: 0.01  dt: 257.52
44506 at: 231.96  st: 249.33  vt: 8.37  dt: 257.70
44516 at: 245.50  st: 254.64  vt: 3.91  dt: 258.55
44512 at: 238.38  st: 251.76  vt: 6.88  dt: 258.64
44518 at: 248.27  st: 257.52  vt: 2.00  dt: 259.51
44520 at: 258.57  st: 258.57  vt: 2.52  dt: 261.09
44503 at: 224.97  st: 242.57  vt: 22.59  dt: 265.16
44510 at: 234.82  st: 251.00  vt: 18.69  dt: 269.69
44519 at: 258.24  st: 258.24  vt: 12.57  dt: 270.82
44524 at: 266.19  st: 266.19  vt: 4.78  dt: 270.97
44523 at: 265.05  st: 265.05  vt: 5.94  dt: 270.99
44525 at: 267.08  st: 269.69  vt: 2.20  dt: 271.89
44521 at: 260.72  st: 260.72  vt: 12.40  dt: 273.12
44527 at: 268.41  st: 270.97  vt: 2.41  dt: 273.38
44522 at: 262.05  st: 262.05  vt: 11.97  dt: 274.01
44528 at: 273.89  st: 273.89  vt: 0.96  dt: 274.85
44533 at: 276.97  st: 276.97  vt: 0.45  dt: 277.41
44529 at: 274.37  st: 274.37  vt: 4.00  dt: 278.37
44531 at: 275.45  st: 275.45  vt: 5.95  dt: 281.40
44526 at: 267.43  st: 270.82  vt: 10.77  dt: 281.59
44530 at: 275.17  st: 275.17  vt: 6.99  dt: 282.16
44535 at: 280.83  st: 280.83  vt: 4.66  dt: 285.49
44534 at: 279.37  st: 279.37  vt: 7.69  dt: 287.06
44540 at: 289.91  st: 289.91  vt: 1.01  dt: 290.93
44536 at: 282.16  st: 282.16  vt: 10.62  dt: 292.79
44541 at: 290.71  st: 290.93  vt: 2.80  dt: 293.72
44532 at: 276.47  st: 276.47  vt: 18.43  dt: 294.90
44539 at: 288.87  st: 288.87  vt: 7.09  dt: 295.96
44538 at: 288.85  st: 288.85  vt: 7.34  dt: 296.20
44543 at: 300.55  st: 300.55  vt: 5.73  dt: 306.28
44544 at: 302.12  st: 302.12  vt: 7.95  dt: 310.07
44545 at: 309.58  st: 309.58  vt: 1.99  dt: 311.56
44537 at: 284.70  st: 284.70  vt: 27.88  dt: 312.58
44547 at: 314.74  st: 314.74  vt: 4.01  dt: 318.75
44548 at: 315.41  st: 315.41  vt: 3.97  dt: 319.38
44542 at: 298.39  st: 298.39  vt: 23.15  dt: 321.54
44549 at: 316.16  st: 316.16  vt: 10.96  dt: 327.12
44546 at: 313.75  st: 313.75  vt: 13.44  dt: 327.19
44555 at: 324.07  st: 327.19  vt: 4.15  dt: 331.34
44553 at: 322.16  st: 322.16  vt: 12.27  dt: 334.42
44552 at: 320.39  st: 320.39  vt: 15.64  dt: 336.03
44554 at: 322.82  st: 327.12  vt: 15.78  dt: 342.91
44556 at: 324.76  st: 331.34  vt: 13.47  dt: 344.81
44559 at: 331.24  st: 342.91  vt: 2.40  dt: 345.31
44557 at: 329.71  st: 334.42  vt: 12.85  dt: 347.28
44558 at: 330.34  st: 336.03  vt: 12.80  dt: 348.83
44551 at: 320.09  st: 320.09  vt: 32.49  dt: 352.58
44564 at: 337.57  st: 352.58  vt: 1.69  dt: 354.28
44565 at: 337.81  st: 354.28  vt: 0.38  dt: 354.65
44561 at: 334.86  st: 345.31  vt: 14.95  dt: 360.25
44566 at: 338.87  st: 354.65  vt: 7.68  dt: 362.34
44560 at: 331.42  st: 344.81  vt: 17.79  dt: 362.60
44568 at: 342.47  st: 362.34  vt: 0.28  dt: 362.62
44563 at: 337.30  st: 348.83  vt: 15.42  dt: 364.26
44562 at: 336.73  st: 347.28  vt: 17.38  dt: 364.65
44570 at: 345.14  st: 362.62  vt: 3.32  dt: 365.93
44569 at: 342.79  st: 362.60  vt: 4.12  dt: 366.72
44572 at: 346.26  st: 364.65  vt: 3.13  dt: 367.78
44574 at: 353.82  st: 366.72  vt: 1.12  dt: 367.84
44576 at: 355.82  st: 367.84  vt: 2.20  dt: 370.04
44567 at: 340.54  st: 360.25  vt: 10.66  dt: 370.92
44571 at: 345.52  st: 364.26  vt: 7.19  dt: 371.45
44550 at: 317.84  st: 317.84  vt: 55.72  dt: 373.56
44578 at: 357.50  st: 370.92  vt: 4.31  dt: 375.23
44579 at: 358.82  st: 371.45  vt: 5.01  dt: 376.46
44581 at: 359.62  st: 375.23  vt: 2.24  dt: 377.47
44577 at: 356.34  st: 370.04  vt: 7.60  dt: 377.63
44580 at: 359.26  st: 373.56  vt: 4.62  dt: 378.18
44575 at: 355.52  st: 367.78  vt: 10.79  dt: 378.58
44586 at: 366.05  st: 378.58  vt: 0.31  dt: 378.89
44587 at: 367.94  st: 378.89  vt: 1.82  dt: 380.71
44584 at: 364.12  st: 377.63  vt: 4.29  dt: 381.92
44588 at: 371.33  st: 380.71  vt: 2.14  dt: 382.85
44589 at: 372.85  st: 381.92  vt: 6.36  dt: 388.28
44585 at: 365.34  st: 378.18  vt: 10.45  dt: 388.63
44582 at: 361.63  st: 376.46  vt: 12.44  dt: 388.90
44591 at: 376.43  st: 388.28  vt: 0.66  dt: 388.94
44573 at: 353.39  st: 365.93  vt: 26.88  dt: 392.82
44592 at: 376.69  st: 388.63  vt: 4.57  dt: 393.20
44595 at: 384.35  st: 392.82  vt: 0.70  dt: 393.51
44594 at: 379.88  st: 388.94  vt: 5.32  dt: 394.26
44598 at: 385.45  st: 394.26  vt: 2.80  dt: 397.06
44590 at: 375.66  st: 382.85  vt: 14.86  dt: 397.71
44583 at: 363.25  st: 377.47  vt: 22.80  dt: 400.27
44593 at: 379.37  st: 388.90  vt: 11.78  dt: 400.68
44601 at: 389.47  st: 400.27  vt: 2.44  dt: 402.71
44603 at: 391.03  st: 402.71  vt: 0.29  dt: 403.00
44599 at: 388.79  st: 397.06  vt: 7.65  dt: 404.71
44600 at: 388.90  st: 397.71  vt: 8.71  dt: 406.41
44604 at: 391.74  st: 403.00  vt: 5.08  dt: 408.08
44597 at: 385.02  st: 393.51  vt: 19.05  dt: 412.56
44607 at: 393.45  st: 408.08  vt: 5.45  dt: 413.53
44606 at: 393.33  st: 406.41  vt: 7.20  dt: 413.62
44610 at: 396.63  st: 413.62  vt: 4.03  dt: 417.64
44605 at: 392.26  st: 404.71  vt: 14.12  dt: 418.83
44596 at: 384.47  st: 393.20  vt: 26.86  dt: 420.06
44609 at: 395.33  st: 413.53  vt: 6.61  dt: 420.14
44602 at: 391.01  st: 400.68  vt: 19.47  dt: 420.15
44608 at: 393.99  st: 412.56  vt: 13.62  dt: 426.18
44612 at: 398.69  st: 418.83  vt: 9.30  dt: 428.13
44616 at: 405.72  st: 426.18  vt: 2.15  dt: 428.33
44613 at: 401.86  st: 420.06  vt: 10.04  dt: 430.10
44614 at: 402.47  st: 420.14  vt: 11.14  dt: 431.29
44618 at: 407.80  st: 428.33  vt: 5.21  dt: 433.54
44611 at: 397.80  st: 417.64  vt: 18.75  dt: 436.39
44617 at: 407.47  st: 428.13  vt: 8.73  dt: 436.86
44615 at: 403.38  st: 420.15  vt: 18.11  dt: 438.26
44624 at: 414.27  st: 438.26  vt: 0.03  dt: 438.29
44619 at: 408.22  st: 430.10  vt: 8.46  dt: 438.55
44620 at: 412.28  st: 431.29  vt: 14.26  dt: 445.54
44621 at: 413.15  st: 433.54  vt: 13.19  dt: 446.73
44627 at: 417.71  st: 445.54  vt: 1.98  dt: 447.52
44629 at: 418.54  st: 447.52  vt: 1.77  dt: 449.29
44626 at: 417.48  st: 438.55  vt: 11.45  dt: 450.00
44623 at: 414.12  st: 436.86  vt: 14.27  dt: 451.13
44630 at: 419.57  st: 449.29  vt: 3.45  dt: 452.74
44625 at: 416.32  st: 438.29  vt: 15.39  dt: 453.67
44622 at: 413.29  st: 436.39  vt: 17.83  dt: 454.22
44633 at: 423.60  st: 452.74  vt: 2.07  dt: 454.81
44636 at: 427.48  st: 454.81  vt: 1.84  dt: 456.65
44635 at: 424.41  st: 454.22  vt: 3.98  dt: 458.20
44628 at: 417.75  st: 446.73  vt: 11.79  dt: 458.52
44631 at: 419.97  st: 450.00  vt: 9.42  dt: 459.42
44632 at: 420.33  st: 451.13  vt: 9.50  dt: 460.63
44638 at: 431.77  st: 458.20  vt: 4.45  dt: 462.64
44634 at: 424.21  st: 453.67  vt: 9.22  dt: 462.89
44637 at: 429.85  st: 456.65  vt: 8.22  dt: 464.87
44642 at: 439.64  st: 462.64  vt: 2.94  dt: 465.58
44640 at: 432.84  st: 459.42  vt: 9.07  dt: 468.49
44646 at: 443.89  st: 468.49  vt: 0.38  dt: 468.87
44639 at: 431.77  st: 458.52  vt: 11.27  dt: 469.79
44644 at: 440.57  st: 464.87  vt: 6.03  dt: 470.90
44643 at: 439.66  st: 462.89  vt: 10.52  dt: 473.41
44648 at: 449.39  st: 469.79  vt: 7.85  dt: 477.64
44647 at: 443.90  st: 468.87  vt: 8.90  dt: 477.77
44645 at: 443.76  st: 465.58  vt: 22.20  dt: 487.78
44652 at: 455.52  st: 477.77  vt: 11.80  dt: 489.57
44654 at: 457.09  st: 489.57  vt: 1.13  dt: 490.70
44651 at: 454.96  st: 477.64  vt: 15.83  dt: 493.48
44650 at: 454.31  st: 473.41  vt: 21.47  dt: 494.88
44657 at: 462.14  st: 494.88  vt: 3.90  dt: 498.78
44641 at: 438.49  st: 460.63  vt: 39.63  dt: 500.26
44655 at: 458.39  st: 490.70  vt: 9.88  dt: 500.58
44656 at: 459.92  st: 493.48  vt: 7.68  dt: 501.15
44658 at: 464.80  st: 498.78  vt: 2.50  dt: 501.29
44661 at: 468.34  st: 501.15  vt: 0.35  dt: 501.50
44662 at: 469.57  st: 501.29  vt: 0.63  dt: 501.92
44664 at: 470.72  st: 501.92  vt: 3.95  dt: 505.87
44665 at: 471.14  st: 505.87  vt: 2.55  dt: 508.42
44666 at: 471.27  st: 508.42  vt: 3.59  dt: 512.01
44663 at: 470.58  st: 501.50  vt: 13.79  dt: 515.29
44667 at: 472.05  st: 512.01  vt: 3.52  dt: 515.53
44669 at: 474.02  st: 515.53  vt: 1.25  dt: 516.77
44670 at: 476.54  st: 516.77  vt: 0.41  dt: 517.18
44671 at: 476.66  st: 517.18  vt: 2.36  dt: 519.54
44668 at: 473.96  st: 515.29  vt: 6.02  dt: 521.31
44649 at: 451.90  st: 470.90  vt: 51.31  dt: 522.20
44653 at: 455.71  st: 487.78  vt: 35.78  dt: 523.56
44673 at: 478.66  st: 521.31  vt: 2.79  dt: 524.10
44659 at: 465.10  st: 500.26  vt: 26.99  dt: 527.25
44675 at: 481.43  st: 523.56  vt: 5.46  dt: 529.01
44677 at: 488.14  st: 527.25  vt: 2.81  dt: 530.06
44660 at: 468.19  st: 500.58  vt: 33.84  dt: 534.42
44678 at: 488.15  st: 529.01  vt: 6.12  dt: 535.14
44681 at: 489.74  st: 535.14  vt: 0.06  dt: 535.19
44674 at: 479.63  st: 522.20  vt: 13.97  dt: 536.18
44682 at: 491.60  st: 535.19  vt: 3.43  dt: 538.63
44679 at: 488.41  st: 530.06  vt: 9.55  dt: 539.61
44672 at: 477.99  st: 519.54  vt: 23.17  dt: 542.71
44683 at: 492.26  st: 536.18  vt: 7.65  dt: 543.83
44686 at: 494.37  st: 542.71  vt: 1.88  dt: 544.59
44687 at: 495.54  st: 543.83  vt: 1.25  dt: 545.08
44676 at: 483.59  st: 524.10  vt: 21.98  dt: 546.08
44684 at: 493.42  st: 538.63  vt: 7.52  dt: 546.14
44680 at: 489.40  st: 534.42  vt: 11.97  dt: 546.39
44690 at: 502.27  st: 546.08  vt: 2.10  dt: 548.17
44689 at: 497.48  st: 545.08  vt: 4.61  dt: 549.69
44691 at: 502.99  st: 546.14  vt: 8.01  dt: 554.15
44692 at: 506.30  st: 546.39  vt: 8.16  dt: 554.55
44695 at: 512.44  st: 554.15  vt: 0.75  dt: 554.90
44697 at: 517.85  st: 554.90  vt: 1.02  dt: 555.92
44693 at: 508.44  st: 548.17  vt: 8.38  dt: 556.56
44698 at: 518.68  st: 555.92  vt: 2.04  dt: 557.96
44688 at: 496.54  st: 544.59  vt: 13.70  dt: 558.29
44685 at: 494.06  st: 539.61  vt: 19.11  dt: 558.72
44694 at: 508.79  st: 549.69  vt: 10.66  dt: 560.34
44701 at: 525.73  st: 558.29  vt: 3.91  dt: 562.20
44702 at: 526.39  st: 558.72  vt: 5.23  dt: 563.95
44703 at: 528.26  st: 560.34  vt: 3.72  dt: 564.06
44706 at: 537.74  st: 564.06  vt: 1.66  dt: 565.73
44699 at: 520.17  st: 556.56  vt: 9.87  dt: 566.43
44704 at: 529.51  st: 562.20  vt: 4.42  dt: 566.62
44700 at: 522.27  st: 557.96  vt: 9.13  dt: 567.09
44696 at: 515.95  st: 554.55  vt: 12.97  dt: 567.52
44711 at: 549.03  st: 567.52  vt: 0.25  dt: 567.77
44712 at: 549.82  st: 567.77  vt: 2.86  dt: 570.63
44708 at: 540.27  st: 566.43  vt: 6.86  dt: 573.28
44709 at: 545.68  st: 566.62  vt: 7.33  dt: 573.95
44713 at: 551.11  st: 570.63  vt: 3.82  dt: 574.45
44715 at: 557.34  st: 573.95  vt: 3.12  dt: 577.08
44707 at: 538.02  st: 565.73  vt: 11.58  dt: 577.31
44717 at: 559.45  st: 577.08  vt: 1.09  dt: 578.17
44710 at: 548.92  st: 567.09  vt: 13.90  dt: 580.99
44718 at: 562.36  st: 577.31  vt: 4.18  dt: 581.49
44719 at: 562.43  st: 578.17  vt: 5.57  dt: 583.74
44722 at: 565.07  st: 583.74  vt: 1.17  dt: 584.91
44705 at: 534.82  st: 563.95  vt: 21.96  dt: 585.91
44721 at: 562.97  st: 581.49  vt: 6.03  dt: 587.52
44723 at: 565.35  st: 584.91  vt: 3.94  dt: 588.84
44724 at: 565.82  st: 585.91  vt: 3.58  dt: 589.49
44727 at: 567.08  st: 589.49  vt: 6.85  dt: 596.34
44720 at: 562.69  st: 580.99  vt: 17.38  dt: 598.37
44726 at: 566.25  st: 588.84  vt: 10.17  dt: 599.01
44716 at: 557.37  st: 574.45  vt: 27.03  dt: 601.48
44730 at: 571.97  st: 599.01  vt: 4.62  dt: 603.63
44732 at: 576.05  st: 603.63  vt: 0.09  dt: 603.73
44728 at: 568.25  st: 596.34  vt: 8.87  dt: 605.21
44729 at: 569.11  st: 598.37  vt: 8.34  dt: 606.71
44731 at: 572.06  st: 601.48  vt: 7.78  dt: 609.25
44725 at: 566.02  st: 587.52  vt: 24.86  dt: 612.37
44734 at: 578.17  st: 605.21  vt: 7.57  dt: 612.78
44737 at: 583.02  st: 612.37  vt: 3.30  dt: 615.67
44735 at: 578.72  st: 606.71  vt: 9.52  dt: 616.23
44739 at: 584.74  st: 615.67  vt: 0.72  dt: 616.39
44740 at: 585.19  st: 616.23  vt: 1.55  dt: 617.78
44738 at: 583.32  st: 612.78  vt: 5.11  dt: 617.89
44733 at: 577.23  st: 603.73  vt: 15.56  dt: 619.29
44741 at: 585.27  st: 616.39  vt: 6.41  dt: 622.80
44736 at: 581.87  st: 609.25  vt: 15.23  dt: 624.49
44743 at: 585.61  st: 617.89  vt: 6.76  dt: 624.66
44742 at: 585.53  st: 617.78  vt: 10.99  dt: 628.77
44747 at: 588.23  st: 624.66  vt: 5.91  dt: 630.57
44714 at: 551.47  st: 573.28  vt: 58.38  dt: 631.67
44749 at: 593.92  st: 630.57  vt: 2.99  dt: 633.56
44751 at: 597.61  st: 633.56  vt: 0.15  dt: 633.71
44750 at: 595.83  st: 631.67  vt: 2.74  dt: 634.41
44744 at: 585.62  st: 619.29  vt: 16.30  dt: 635.59
44754 at: 608.50  st: 635.59  vt: 0.04  dt: 635.63
44755 at: 608.77  st: 635.63  vt: 0.69  dt: 636.32
44752 at: 603.32  st: 633.71  vt: 7.01  dt: 640.72
44746 at: 585.90  st: 624.49  vt: 20.30  dt: 644.79
44748 at: 593.24  st: 628.77  vt: 19.27  dt: 648.04
44756 at: 608.94  st: 636.32  vt: 13.90  dt: 650.22
44745 at: 585.81  st: 622.80  vt: 28.91  dt: 651.71
44761 at: 625.41  st: 651.71  vt: 3.48  dt: 655.19
44760 at: 622.46  st: 650.22  vt: 5.95  dt: 656.17
44762 at: 625.94  st: 655.19  vt: 1.80  dt: 656.98
44758 at: 615.73  st: 644.79  vt: 14.44  dt: 659.22
44759 at: 616.69  st: 648.04  vt: 11.56  dt: 659.60
44764 at: 628.81  st: 656.98  vt: 3.04  dt: 660.03
44763 at: 627.28  st: 656.17  vt: 4.65  dt: 660.82
44757 at: 610.94  st: 640.72  vt: 20.12  dt: 660.84
44768 at: 631.49  st: 660.82  vt: 2.04  dt: 662.86
44766 at: 629.44  st: 659.60  vt: 7.13  dt: 666.73
44767 at: 629.80  st: 660.03  vt: 7.79  dt: 667.82
